ligand,receptor
WNT5B,LRP6
WNT5B,SFRP1
WNT5B,SFRP2
WNT5B,SFRP3
WNT5B,SFRP4
WNT5B,SFRP5
WNT5B,WIF1
WNT6,CER1
WNT6,FZD1
WNT6,FZD10
WNT6,FZD2
WNT6,FZD3
WNT6,FZD4
WNT6,FZD6
WNT6,FZD7
WNT6,FZD8
WNT6,FZD9
WNT6,LRP5
WNT6,LRP6
WNT6,SFRP1
WNT6,SFRP2
WNT6,SFRP3
WNT6,SFRP4
WNT6,SFRP5
WNT6,WIF1
WNT7A,ADGRA2
WNT7A,CER1
WNT7A,FZD1
WNT7A,FZD10
WNT7A,FZD2
WNT7A,FZD3
WNT7A,FZD4
WNT7A,FZD5
WNT7A,FZD6
WNT7A,FZD7
WNT7A,FZD8
WNT7A,FZD9
WNT7A,LDLR
WNT7A,LRP5
WNT7A,LRP6
WNT7A,RECK
WNT7A,SFRP1
WNT7A,SFRP2
WNT7A,SFRP3
WNT7A,SFRP4
WNT7A,SFRP5
WNT7A,WIF1
WNT7B,ADGRA2
WNT7B,CER1
WNT7B,FZD1
WNT7B,FZD10
WNT7B,FZD2
WNT7B,FZD3
WNT7B,FZD4
WNT7B,FZD5
WNT7B,FZD6
WNT7B,FZD7
WNT7B,FZD8
WNT7B,FZD9
WNT7B,LRP5
WNT7B,LRP6
WNT7B,SFRP1
WNT7B,SFRP2
WNT7B,SFRP3
WNT7B,SFRP4
WNT7B,SFRP5
WNT7B,TMED5
WNT7B,WIF1
WNT8A,CER1
WNT8A,FZD1
WNT8A,FZD10
WNT8A,FZD2
WNT8A,FZD3
WNT8A,FZD4
WNT8A,FZD5
WNT8A,FZD6
WNT8A,FZD7
WNT8A,FZD8
WNT8A,FZD9
WNT8A,LRP5
WNT8A,LRP6
WNT8A,SFRP1
WNT8A,SFRP2
WNT8A,SFRP3
WNT8A,SFRP4
WNT8A,SFRP5
WNT8A,WIF1
WNT8B,CER1
WNT8B,FZD1
WNT8B,FZD10
WNT8B,FZD2
WNT8B,FZD3
WNT8B,FZD4
WNT8B,FZD5
WNT8B,FZD6
WNT8B,FZD7
WNT8B,FZD8
WNT8B,FZD9
WNT8B,LRP5
WNT8B,LRP6
WNT8B,SFRP1
WNT8B,SFRP2
WNT8B,SFRP3
WNT8B,SFRP4
WNT8B,SFRP5
WNT8B,WIF1
WNT9A,CER1
WNT9A,FZD1
WNT9A,FZD10
WNT9A,FZD2
WNT9A,FZD3
WNT9A,FZD4
WNT9A,FZD5
WNT9A,FZD6
WNT9A,FZD7
WNT9A,FZD8
WNT9A,FZD9
WNT9A,LRP5
WNT9A,LRP6
WNT9A,SFRP1
WNT9A,SFRP2
WNT9A,SFRP3
WNT9A,SFRP4
WNT9A,SFRP5
WNT9A,WIF1
WNT9B,CER1
WNT9B,FZD1
WNT9B,FZD10
WNT9B,FZD2
WNT9B,FZD3
WNT9B,FZD4
WNT9B,FZD5
WNT9B,FZD6
WNT9B,FZD7
WNT9B,FZD8
WNT9B,FZD9
WNT9B,LRP5
WNT9B,LRP6
WNT9B,SFRP1
WNT9B,SFRP2
WNT9B,SFRP3
WNT9B,SFRP4
WNT9B,SFRP5
WNT9B,WIF1
X3CL1,CX3C1
XCL1,ADGRV1
XCL1,XCR1
XCL2,XCR1
YARS1,CXCR1
YBX1,NOTCH1
ZG16B,CXCR4
ZG16B,TLR2
ZG16B,TLR4
ZG16B,TLR5
ZG16B,TLR6
ZP3,CHRNA7
ZP3,EGFR
ZP3,MERTK
ZPBP2,CD80
ZYX,ENG
CLDN19,CLDN19
NECTIN3,NECTIN3
WNT16,FZD5
WNT4,FZD5
NECTIN1,NECTIN1
NECTIN2,NECTIN3
NECTIN2,NECTIN2
WNT1,FZD5
WNT2,FZD5
WNT3,FZD5
WNT6,FZD5
WNT10B,FZD5
WNT11,FZD4
WNT2B,FZD5
WNT10A,FZD5
NECTIN4,NECTIN4
WNT3A,FZD5
CLDN2,CLDN2
CLDN3,CLDN5
CLDN19,CLDN16
CLDN19,CLDN18
LY96,TLR4
HGF,EPHA2
HGF,ERBB2
HGF,FGFR4
HGF,PDGFRA
KITLG,EGFR
KITLG,PDGFRB
CLDN18,CLDN19
SERPINF1,LRP6
CCL17,CCR5
CXCL12,CCR10
CLDN5,CLDN3
VEGFA,PDGFRA
VEGFA,PDGFRB
NECTIN4,NECTIN1
NECTIN4,NECTIN2
CLDN1,CLDN3
